id,title,domain,object_type,authority_level,approval_status,lifecycle_status,platform_scope,confidence,verification_required,source_ref,source_location,keywords,collection_file
ACA-INT-0012,مدیریت سرمایه و ریسک، یعنی بقا,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۲۲,مدیریت سرمایه|ریسک|بقا,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0013,لوریج در فارکس با لوریج در کریپتو یکی نیست,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_01.md,بخش ۱۷,لوریج|کریپتو|فارکس,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0014,چرا با وجود آموزش دیدن، به سود نمی‌رسند,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۱۶,پلن|خودشناسی|مسیر اشتباه|آموزش,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0015,چارچوب مشخص و استراتژی مکتوب,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۹,چارچوب|استراتژی مکتوب|پلن,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0016,لوپ اشتباه: هم سود و هم ضرر روان را به هم می‌ریزد,academy,COMMON_MISTAKE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۹,سرخوشی|لوپ|کنترل روان|ترس و استرس,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0017,ظرف دانش ذهن را خالی کن و روی چارت خودت پیاده کن,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۱۴,ظرف دانش|گارد|پیاده‌سازی روی چارت,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0018,باز کردن حساب ریل هنر نیست؛ هنر رشد دادن حساب است,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.95,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۲۰,حساب ریل|رشد حساب|سرمایه,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0019,معامله‌گری یک مسیر است، نه مقصد,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_01.md,بخش ۴ و ۲۴,مسیر|صبر|تعهد|ثابت‌قدمی,knowledge_base/academy/intro/lesson_01.json
ACA-INT-0020,تأکید دوباره: دوره‌ی مقدماتی رایگان است,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱ و ۲,رایگان|هدیه|فروش غیرمجاز|دوره مقدماتی,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0021,فقط کانال‌ها و صفحات رسمی معتبرند,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_02.md,بخش ۲۲,کانال رسمی|اینستاگرام|کلاهبرداری|فیک,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0022,فارکس چیست,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۵ و ۹,فارکس|foreign exchange|بازار مالی,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0023,تاریخچه: از استاندارد طلا تا تأسیس فارکس,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۶، ۷ و ۸,برتون وودز|استاندارد طلا|نیکسون|۱۹۷۱|تاریخچه,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0024,عرضه و تقاضا حرف اول و آخر را می‌زند,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۸ و ۹,عرضه و تقاضا|قیمت|متدولوژی,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0025,جفت‌ارز و رابطه‌ی معکوس دو ارز,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۰,جفت ارز|EURUSD|ارزش پول,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0026,ابزارهای قابل معامله: جفت‌ارز، سهام و شاخص,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۰ و ۱۱,سهام|شاخص|US30|داوجونز|CFD,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0027,نمادهای اصلی مدرس: US30، طلا، یورو به دلار,academy,OPERATIONAL_FACT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۱,نماد|US30|طلا|EURUSD,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0028,بازار دوطرفه: سود از بالا رفتن و پایین آمدن قیمت,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۵,بازار دوطرفه|خرید|فروش,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0029,فروش استقراضی با مثال تخم‌مرغ,academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۶,فروش استقراضی|short|سل,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0030,ریسک دوطرفه است و هنر، تشخیص جای درست است,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۶,ریسک|جهت معامله|ورود و خروج,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0031,پنج دسته‌ی معامله‌گر در بازار,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.75,True,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۷,دسته پنجم|بانک|بیمه|معامله‌گر خرد,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0032,عمق بازار فارکس در برابر بازارهای کوچک,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۷,عمق بازار|گردش مالی|شش تریلیون,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0033,بروکر چیست و چه نقشی دارد,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۸,بروکر|کارگزاری|کارمزد,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0034,A-Book و B-Book و ضرورت رگوله بودن بروکر,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۸ و ۱۹,A-Book|B-Book|رگوله|بروکر,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0035,فاکتورهای انتخاب بروکر,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۲۰,انتخاب بروکر|کارمزد|رگوله|پشتیبانی,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0036,روش‌های واریز و برداشت,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۲۱,واریز|برداشت|تتر|پرفکت مانی|وب مانی,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0037,مزایای بازار فارکس از نگاه مدرس,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۲,مزایا|مکان ثابت|رئیس خودت|ساعت کاری,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0038,سه ساعت در روز کافی است,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۳,سه ساعت|زمان معامله|شغل تمام وقت,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0039,سخت‌افزار و اینترنت موردنیاز,academy,PROCEDURE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۴,لپ تاپ|سیستم|اینترنت|مانیتور,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0040,حداقل سرمایه برای شروع: ۱۰۰ دلار,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۲ (حداقل سرمایه),حداقل سرمایه|صد دلار|شروع,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0041,انتظار میلیاردر شدن با سرمایه‌ی کوچک,academy,COMMON_MISTAKE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۲ (حداقل سرمایه),انتظارات|سرمایه کوچک|جذب سرمایه,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0042,سشن‌های معاملاتی و چرخش بازار,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۳,سشن|سیدنی|توکیو|لندن|نیویورک,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0043,تریدر در فارکس، سرمایه‌گذار در بازارهای دیگر,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۵,ترید|سرمایه‌گذاری|کریپتو|بورس,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0044,درآمد دلاری به‌عنوان بیمه‌ی قدرت خرید,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.75,True,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۲ (درآمد دلاری),درآمد دلاری|تورم|قدرت خرید,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0045,ایمان بدون عمل بی‌ارزش است,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_02.md,بخش ۱۲ (درآمد دلاری),عمل|انگیزه|اقدام,knowledge_base/academy/intro/lesson_02.json
ACA-INT-0046,دلیل حرکت قیمت: تصمیم معامله‌گران,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۲,دلیل حرکت قیمت|علت و معلول|تصمیم معامله‌گران,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0047,پرایس اکشن، بازتاب رفتار انسان‌هاست,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۴,پرایس اکشن|رفتار انسان|ترس و طمع,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0048,تمرکز بر علت، نه بر معلول,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۴,علت|احتمالات|فشردگی قیمت|ورود,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0049,معامله‌گر خرد و سوار شدن بر نقدینگی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۳,معامله‌گر خرد|نقدینگی|دسته پنجم|بانک,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0050,اکشن تئوری: قاعده‌ی بنیادی عرضه و تقاضا,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۵ و ۱۳,اکشن تئوری|عرضه و تقاضا|همه چیز در قیمت,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0051,مثال ده نفر و یک کیلو طلا: چگونه قیمت ساخته و اشباع می‌شود,academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۵,مثال طلا|اشباع قیمت|عرضه و تقاضا,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0052,چرخه‌ی سود گرفتن: خودِ بستن معامله، عرضه می‌سازد,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۷,ناحیه عرضه|برداشت سود|ریزش,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0053,انواع نمودار و سایه‌ی کندل (شدو),academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۶,کندل استیک|شدو|سایه|بارچارت,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0054,حمایت و مقاومت (ساپورت و رزیستنس),academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۷,حمایت|مقاومت|ساپورت|رزیستنس,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0055,قیمت نمایانگر ارزش بنیادی نیست، نمایانگر تمایلات عوام است,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.95,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۸,تمایلات عوام|ارزش بنیادی|روانشناسی بازار,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0056,مثال قیمت خودرو و بورس: اثر تمایلات عوام,academy,EXAMPLE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.75,True,raw_sources/academy/intro/intro_lesson_03.md,بخش ۸,تمایلات عوام|ترس|مثال,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0057,تصمیم‌های غیرمنطقی جمعیت و استفاده از ترس و طمع,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.8,True,raw_sources/academy/intro/intro_lesson_03.md,بخش ۸,ترس و طمع|تصمیم غیرمنطقی|جمعیت,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0058,سه دسته تحلیل: تکنیکال، فاندامنتال، تکنوفاندامنتال,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۹,تکنیکال|فاندامنتال|تکنوفاندامنتال,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0059,موضع آکادمی درباره‌ی تحلیل فاندامنتال,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۹,فاندامنتال|موضع آکادمی|اخبار,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0060,تحلیل فاندامنتال شامل چیست,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.85,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۹,GDP|CPI|PPI|فدرال رزرو|فاندامنتال,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0061,اثر خبر جنگ بر دلار و طلا (نیازمند تأیید),academy,CONCEPT,ACADEMY_PRIMARY,REVIEW_REQUIRED,PENDING_REVIEW,NOT_APPLICABLE,0.5,True,raw_sources/academy/intro/intro_lesson_03.md,بخش ۹,اخبار|جنگ|طلا|دلار,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0062,سیستم معاملاتی چیست,academy,DEFINITION,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۱۰,سیستم معاملاتی|الیوت|فیبوناچی|هارمونیک|ایچیموکو,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0063,موضع رسمی آکادمی درباره‌ی سیستم‌های بیرونی,academy,RULE,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۱۰ و ۱۳,الیوت|هارمونیک|ایچیموکو|فیبوناچی|اندیکاتور|موضع آکادمی,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0064,چهار عیب سیستم‌های سنتی از نگاه آکادمی,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۱۰,معایب|تأخیر سیگنال|حد ضرر عریض|تایم فریم,knowledge_base/academy/intro/lesson_03.json
ACA-INT-0065,چرا اندیکاتور «سایه‌ی قیمت» است,academy,CONCEPT,ACADEMY_PRIMARY,PENDING_REVIEW,PENDING_REVIEW,NOT_APPLICABLE,0.9,False,raw_sources/academy/intro/intro_lesson_03.md,بخش ۱۱,اندیکاتور|اسیلاتور|سایه قیمت|تأخیر,knowledge_base/academy/intro/lesson_03.json
